type,2016,2017,2018,2019,2020,2021,2022,harga_rata_rata,nama_rumah,tipe_rumah,Lokasi,kt,km,grs,lt,lb
Rumah,465000000,521000000,599000000,659000000,692000000,727000000,763000000,632285714.285714,Dijual Rumah Hoek Full Renovasi Ciputra Citra Indah City,siap huni,Cileungsi   ,3,2,1,115,100
Rumah,240000000,269000000,310000000,341000000,358000000,375000000,394000000,326714285.714286,Dijual Rumah Idaman Siap Huni Bebas Banjir Ciputra Citra Indah City,siap huni,Cileungsi   ,2,1,1,72,50
Rumah,372000000,417000000,480000000,528000000,554000000,582000000,611000000,506285714.285714,Dijual Rumah KPR Murah Pasti ACC Free Biaya,siap huni,Cileungsi   ,2,1,1,72,36
Rumah,385000000,432000000,496000000,546000000,573000000,602000000,632000000,523714285.714286,Dijual Rumah Luas 90 Meter Lokasi Citra Indah Jonggol  ,siap huni,Jonggol   ,3,2,1,90,90
Rumah,2940000000,3293000000,3787000000,4166000000,4374000000,4593000000,4822000000,3996428571.42857,Dijual Rumah Luas Strategis di Kedugwaringin Bebas Banjir Siap Kpr,siap huni,Kedungwaringin   ,3,3,1,350,148
Rumah,4850000000,5432000000,6247000000,6872000000,7216000000,7576000000,7955000000,6592571428.57143,Dijual rumah mewah 2 lantai dalam cluster dikota wisata,siap huni,Kota Wisata   ,4,4,2,200,202
Rumah,18800000000,21056000000,24215000000,26636000000,27968000000,29367000000,30835000000,25553857142.8571,Dijual rumah mewah fuly furnished siap huni di sentul city  ,siap huni,Sentul City   ,5,5,4,867,1000
Rumah,11500000000,12880000000,14812000000,16294000000,17108000000,17964000000,18862000000,15631428571.4286,Dijual rumah mewah siap huni di cluster eksklusif sentul city,siap huni,Sentul City   ,4,5,2,518,550
Rumah,502000000,563000000,647000000,712000000,747000000,785000000,824000000,682857142.857143,Dijual Rumah Mezanine Proses Mudah Langsung Akad,siap huni,Cibubur   ,2,1,1,70,45
Rumah,2500000000,2800000000,3220000000,3542000000,3720000000,3906000000,4101000000,3398428571.42857,Dijual Rumah Minimalis 2 Tingkat Di Area Sentul City   ,siap huni,Sentul City   ,5,4,1,180,200
Rumah,435000000,488000000,561000000,617000000,648000000,680000000,714000000,591857142.857143,Dijual Rumah Minimalis Modern Rapih Bagus Lokasi Jonggol  ,siap huni,Jonggol   ,2,2,1,72,60
Rumah,235000000,264000000,303000000,333000000,350000000,368000000,386000000,319857142.857143,Dijual Rumah Minimalis pondok Rajeg Cibinong 100 meter stasiun Cibinong,siap huni,Cibinong   ,2,1,1,35,27
Rumah,675000000,756000000,870000000,957000000,1005000000,1055000000,1108000000,918000000,Dijual Rumah Murah Butuh Uang di   Barat 3 Lantai SHM,siap huni,Ciampea   ,4,3,0,72,156
Rumah,835000000,936000000,1076000000,1184000000,1243000000,1305000000,1370000000,1135571428.57143,Dijual Rumah Murah Hook Tengah Sentul City,siap huni,Sentul City   ,2,2,0,150,65
Rumah,700000000,784000000,902000000,992000000,1042000000,1094000000,1149000000,951857142.857143,Dijual Rumah Murah Kualitas Mewah diparung Panjang,siap huni,Parung Panjang   ,2,1,1,60,61
Rumah,700000000,784000000,902000000,992000000,1042000000,1094000000,1149000000,951857142.857143,Dijual Rumah Murah Siap Huni di Harvest City Sudah All In Free Biaya Biaya,siap huni,Cileungsi   ,2,1,1,112,52
Rumah,4500000000,5040000000,5796000000,6376000000,6695000000,7030000000,7381000000,6116857142.85714,Dijual Rumah Nyaman Di Baranang Siang,siap huni,Baranangsiang   ,3,2,1,445,162
Rumah,11000000000,12320000000,14168000000,15585000000,16365000000,17183000000,18042000000,14951857142.8571,Dijual Rumah Open Space  Taman Luas di Jl. Brigjen Saptadji. H   ,siap huni,Cilendek   ,3,3,8,1062,270
Rumah,8500000000,9520000000,10948000000,12043000000,12645000000,13278000000,13942000000,11553714285.7143,Dijual rumah pinggir jalan cocok untuk usaha,siap huni,Dramaga   ,4,5,0,670,300
Rumah,1700000000,1904000000,2190000000,2409000000,2529000000,2656000000,2789000000,2311000000,Dijual Rumah Posisi Hoek Di Kota Legenda Cibubur,siap huni,Cibubur   ,,,0,255,110
Rumah,1250000000,1400000000,1610000000,1771000000,1860000000,1953000000,2051000000,1699285714.28571,Dijual Rumah Posisi Hook di Harvest City,siap huni,Cileungsi   ,2,1,1,225,52
Rumah,340000000,381000000,438000000,482000000,506000000,532000000,558000000,462428571.428571,Dijual Rumah Real Estate Timur Cibubur Bebas Banjir Citra Indah City Ciputra,siap huni,Cileungsi   ,3,2,1,90,145
Rumah,970000000,1087000000,1250000000,1375000000,1444000000,1516000000,1591000000,1319000000,Dijual rumah satu lantai siap huni di sentul city  ,siap huni,Sentul City   ,2,2,1,105,75
Rumah,1050000000,1176000000,1353000000,1488000000,1563000000,1641000000,1723000000,1427714285.71429,Dijual Rumah Seken 2 Lantai Bebas Banjir di   Selatan Siap KPR,siap huni,  Nirwana Residence   ,5,3,1,108,135
Rumah,1300000000,1456000000,1675000000,1842000000,1934000000,2031000000,2133000000,1767285714.28571,Dijual rumah sentul alaya full furnish,siap huni,Sentul   ,2,1,1,90,70
Rumah,1670000000,1871000000,2151000000,2367000000,2485000000,2609000000,2740000000,2270428571.42857,Dijual Rumah Siap Huni 2 Lantai Legenda Wisata Wanaherang  ,siap huni,Wanaherang   ,3,3,1,144,102
Rumah,320000000,359000000,413000000,454000000,477000000,500000000,525000000,435428571.428571,Dijual Rumah Siap Huni Bebas Banjir Timur Cibubur Citra Indah City Ciputra,siap huni,Cileungsi   ,2,1,1,90,60
Rumah,850000000,952000000,1095000000,1205000000,1265000000,1328000000,1395000000,1155714285.71429,Dijual Rumah Siap Huni Bisa Kpr Dan Cash Harga Nego,siap huni,Tanah Sareal   ,2,1,0,88,52
Rumah,920000000,1031000000,1185000000,1304000000,1369000000,1438000000,1509000000,1250857142.85714,Dijual Rumah Siap Huni Bisa Kpr Dan Cash Open Nego,siap huni,Tapos   ,2,1,0,92,51
Rumah,600000000,672000000,773000000,851000000,893000000,938000000,985000000,816000000,Dijual Rumah Siap Huni Daerah Ranca Bungur 20 Menit Exit Tol,siap huni,Ranca Bungur   ,2,1,0,77,38
Rumah,4350000000,4872000000,5603000000,6164000000,6472000000,6795000000,7135000000,5913000000,Dijual rumah siap huni dengan kolam renang pribadi,siap huni,Sentul City   ,4,3,2,300,200
Rumah,850000000,952000000,1095000000,1205000000,1265000000,1328000000,1395000000,1155714285.71429,Dijual Rumah Siap Huni di Bukit Cimanggu City Free Biaya Kpr,siap huni,Tanah Sareal   ,2,1,1,88,52
Rumah,400000000,448000000,516000000,567000000,596000000,625000000,657000000,544142857.142857,Dijual Rumah Siap Huni di The River  Parung Panjang,siap huni,Parung Panjang   ,2,1,0,72,39
Rumah,600000000,672000000,773000000,851000000,893000000,938000000,985000000,816000000,Dijual Rumah Siap Huni Felicity Madani Subsidi Dp 50 Juta,siap huni,Parung   ,2,1,1,82,39
Rumah,820000000,919000000,1057000000,1162000000,1220000000,1281000000,1345000000,1114857142.85714,Dijual Rumah Siap Huni Strategis di Natura Serpong Free Biaya Kpr,siap huni,Gunung Sindur   ,2,1,1,72,34
Rumah,520000000,583000000,670000000,737000000,774000000,813000000,853000000,707142857.142857,Dijual Rumah Siap Huni Tamansari shm,siap huni,Tamansari   ,3,1,2,75,110
Rumah,475000000,532000000,612000000,673000000,707000000,742000000,780000000,645857142.857143,Dijual Rumah Tipe 45 150 Tanah Luas SHM 2225nn,siap huni,Cileungsi   ,2,1,2,150,45
Rumah,500000000,560000000,644000000,709000000,744000000,782000000,821000000,680000000,Dijual rumah townhouse di  ,siap huni,Cileungsi   ,2,1,1,96,36
Rumah,3300000000,3696000000,4251000000,4676000000,4910000000,5155000000,5413000000,4485857142.85714,Dijual rumah tua hitung TANAH di suka sari,siap huni,Sukasari   ,,,0,576,150
Rumah,610000000,684000000,786000000,865000000,908000000,953000000,1001000000,829571428.571429,Dijual Rumah Villa Indah Pangrango   Siap Huni,siap huni,Cibinong   ,2,1,1,72,41
Rumah,1700000000,1904000000,2190000000,2409000000,2529000000,2656000000,2789000000,2311000000,Dijual Segera Rumah kios Dan Kosan Di Sentu   ,siap huni,Sentul City   ,5,1,1,175,138
Rumah,550000000,616000000,709000000,780000000,819000000,860000000,903000000,748142857.142857,Dijual Segera Rumah Minimalis Di Sentul City   ,siap huni,Sentul City   ,2,1,1,84,60
Rumah,180000000,202000000,232000000,256000000,268000000,282000000,296000000,245142857.142857,Dijual segera Rumah siap huni di Perum Citra Indah City timur Cibubur,siap huni,Cileungsi   ,2,1,1,72,60
Rumah,13000000000,14560000000,16744000000,18419000000,19340000000,20307000000,21322000000,17670285714.2857,Dijual Villa,siap huni,Cisarua   ,5,7,,1200,500
Rumah,880000000,986000000,1134000000,1247000000,1310000000,1375000000,1444000000,1196571428.57143,Dijual Villa Di Komplek Villa Puncak Resort,siap huni,Puncak   ,4,3,0,200,150
Rumah,1900000000,2128000000,2448000000,2692000000,2827000000,2968000000,3117000000,2582857142.85714,Dijual Villa Mega Mendung  Puncak,siap huni,Puncak   ,3,2,0,1800,200
Rumah,8600000000,9632000000,11077000000,12185000000,12794000000,13434000000,14106000000,11689714285.7143,Dijual Villa Wisma Bagus Strategis di Mega Mendung   ,siap huni,Megamendung   ,8,5,0,2800,600
Rumah,670000000,751000000,863000000,950000000,997000000,1047000000,1099000000,911000000,DP 0 Promo KPR Rumah 2 Lantai  Harga Termurah,siap huni,Cibinong   ,3,2,2,72,60
Rumah,720000000,807000000,928000000,1021000000,1072000000,1125000000,1181000000,979142857.142857,FESTIVE URBAN LIVING CITRALAND CIBUBUR,siap huni,Cileungsi   ,2,2,0,60,51
Rumah,840000000,941000000,1082000000,1191000000,1250000000,1313000000,1378000000,1142142857.14286,FESTIVE URBAN LIVING-CITRALAND CIBUBUR,siap huni,Cileungsi   ,2,2,0,72,61
Rumah,6250000000,7000000000,8050000000,8855000000,9298000000,9763000000,10251000000,8495285714.28571,FULL FURNISHED RUMAH CANTIK MODERN DI BOULEVARD KOTA WISATA,siap huni,Cibubur   ,3,4,0,330,550
Rumah,6250000000,7000000000,8050000000,8855000000,9298000000,9763000000,10251000000,8495285714.28571,FULL FURNISHED RUMAH CANTIK MODERN DI BOULEVARD KOTA WISATA,siap huni,Cibubur   ,3,4,0,330,550
Rumah,1100000000,1232000000,1417000000,1559000000,1637000000,1719000000,1805000000,1495571428.57143,Grand Duta City Parung Cluster Terbaru Ladera,siap huni,Parung   ,3,2,1,72,66
Rumah,930000000,1042000000,1198000000,1318000000,1384000000,1453000000,1526000000,1264428571.42857,Grand Duta City Parung Terbaru Cluster Ladera,siap huni,Parung   ,2,1,1,72,47
Rumah,525000000,588000000,677000000,744000000,782000000,821000000,862000000,714142857.142857,Hanya Tinggal Disini Kamu Bisa Merasakan Sejuknya Udara Pegunungan,siap huni,Cijeruk   ,2,1,1,96,42
Rumah,790000000,885000000,1018000000,1120000000,1176000000,1234000000,1296000000,1074142857.14286,Harga Nego Rumah di Bpn Tonjong 2 Km Jl. Raya Parung,siap huni,Parung   ,3,1,0,120,80
Rumah,720000000,807000000,928000000,1021000000,1072000000,1125000000,1181000000,979142857.142857,HARGA TERMURAH CLUSTER PARKVILLE SENTUL CITY,siap huni,Sentul City   ,2,1,0,60,38
Rumah,40000000000,44800000000,51520000000,56672000000,59506000000,62481000000,65605000000,54369142857.1429,Hotel Di Ciawi Dekat Vimala Hills **,siap huni,Ciawi   ,13,8,0,5930,800
Rumah,1300000000,1456000000,1675000000,1842000000,1934000000,2031000000,2133000000,1767285714.28571,Hunian 2 Lantai Beji depok Dekat Ui,siap huni,Cibinong   ,,,0,86,100
Rumah,827000000,927000000,1066000000,1172000000,1231000000,1292000000,1357000000,1124571428.57143,Hunian Asri Sejuk dan Aman,siap huni,Kemang   ,2,1,1,98,80
Rumah,950000000,1064000000,1224000000,1346000000,1414000000,1484000000,1559000000,1291571428.57143,HUNIAN ASRI MODERN NYAMAN DI PARK RESIDENCE   ,siap huni,Pamoyanan   ,3,3,0,109,80
Rumah,590000000,661000000,760000000,836000000,878000000,922000000,968000000,802142857.142857,Hunian Asri Dekat Cibinong City Mall Legalitas Aman,siap huni,Bojong Gede   ,2,1,0,100,100
Rumah,900000000,1008000000,1160000000,1276000000,1339000000,1406000000,1477000000,1223714285.71429,Hunian cantik di Cibubur Cikeas Strategis Bebas Banjir dan Ramah Dikantong,siap huni,Cikeas   ,2,1,1,125,48
Rumah,888000000,995000000,1144000000,1259000000,1322000000,1388000000,1457000000,1207571428.57143,Hunian Eksklusif di Cibinong Dengan Akses Super Strategis Dekat Akses Tol  Lrt  Pemda Hiburan,siap huni,Cibinong   ,2,2,2,66,60
Rumah,1660000000,1860000000,2139000000,2352000000,2470000000,2593000000,2723000000,2256714285.71429,HUNIAN EXCLUSIVE THE SPRING OF PAKUAN,siap huni,Tajur   ,2,1,0,84,73
Rumah,1900000000,2128000000,2448000000,2692000000,2827000000,2968000000,3117000000,2582857142.85714,HUNIAN EXCLUSIVE THE SPRING OF PAKUAN,siap huni,Tajur   ,2,2,0,84,96
Rumah,1520000000,1703000000,1958000000,2154000000,2262000000,2375000000,2493000000,2066428571.42857,HUNIAN EXCLUSIVE THE SPRING OF PAKUAN  ,siap huni,Tajur   ,2,1,0,84,63
Rumah,2600000000,2912000000,3349000000,3684000000,3868000000,4062000000,4265000000,3534285714.28571,HUNIAN EXCLUSIVE THE SPRING OF PAKUAN  ,siap huni,Tajur   ,3,2,0,105,116
Rumah,2800000000,3136000000,3607000000,3968000000,4166000000,4374000000,4593000000,3806285714.28571,HUNIAN EXCLUSIVE THE SPRINGNOF PAKUAN  ,siap huni,Tajur   ,3,3,0,105,125
Rumah,165000000,185000000,213000000,234000000,246000000,258000000,271000000,224571428.571429,Hunian Idaman Bebas Banjir di Bandung Harga Terjangkau,siap huni,Cijeruk   ,1,1,1,30,21
Rumah,2500000000,2800000000,3220000000,3542000000,3720000000,3906000000,4101000000,3398428571.42857,Hunian Mewah Dalam Cluster Dekat Sekolahan Dan Mall,siap huni,Kota Wisata   ,4,3,1,200,300
Rumah,1700000000,1904000000,2190000000,2409000000,2529000000,2656000000,2789000000,2311000000,Hunian Mewah Dengan Sentuhan Elegan Real Estate 2170mr,siap huni,Cileungsi   ,5,3,2,223,200
Rumah,6000000000,6720000000,7728000000,8501000000,8926000000,9373000000,9841000000,8155571428.57143,Hunian Mewah Harga Nego Kota Wisata,siap huni,Kota Wisata   ,3,4,2,330,550
Rumah,6500000000,7280000000,8372000000,9210000000,9670000000,10154000000,10661000000,8835285714.28572,Hunian Mewah Seberang Taman Dekat Tol Dan Mall,siap huni,Kota Wisata   ,4,4,1,330,400
Rumah,3350000000,3752000000,4315000000,4747000000,4984000000,5233000000,5495000000,4553714285.71429,HUNIAN NYAMAN DAN SEJUK KLAPANUNGGAL,siap huni,Cileungsi   ,1,2,0,200,200
Rumah,2050000000,2296000000,2641000000,2905000000,3050000000,3203000000,3363000000,2786857142.85714,Jual BU Rumah murah 2 Lantai di sentul city jawa barat,siap huni,Sentul City   ,3,2,2,224,200
Rumah,1500000000,1680000000,1932000000,2126000000,2232000000,2344000000,2461000000,2039285714.28571,Jual Cepat Rumah 2 Lantai di Griya Kedung Badak Siap Kpr,siap huni,Tanah Sareal   ,4,2,2,129,164
Rumah,1490000000,1669000000,1920000000,2112000000,2217000000,2328000000,2444000000,2025714285.71429,Jual Cepat Rumah 2 Lantai Siap Kpr di Bukit Cimanggu Villa,siap huni,Tanah Sareal   ,3,3,1,150,106
Rumah,550000000,616000000,709000000,780000000,819000000,860000000,903000000,748142857.142857,Jual Cepat Rumah Bukit Golf Cibubur,siap huni,Gunung Putri   ,2,1,1,90,36
Rumah,750000000,840000000,966000000,1063000000,1116000000,1172000000,1231000000,1019714285.71429,Jual Cepat Rumah Daerah Bojongsari Legalitas SHM,siap huni,Bojongsari   ,2,1,1,128,45
Rumah,1500000000,1680000000,1932000000,2126000000,2232000000,2344000000,2461000000,2039285714.28571,Jual Cepat Rumah Dekat Pusat Belanja di Legenda Wisata Cibubur Siap Kpr,siap huni,Gunung Putri   ,3,3,2,144,102
Rumah,5300000000,5936000000,6827000000,7510000000,7885000000,8279000000,8693000000,7204285714.28571,Jual Cepat Rumah di Cibubur Raffles Hills,siap huni,Cibubur   ,5,3,2,300,322
Rumah,3300000000,3696000000,4251000000,4676000000,4910000000,5155000000,5413000000,4485857142.85714,Jual Cepat Rumah di Kalisuren Tajurhalang Dekat Jalan Raya Parung,siap huni,Bojong Gede   ,5,4,0,381,300
Rumah,3300000000,3696000000,4251000000,4676000000,4910000000,5155000000,5413000000,4485857142.85714,Jual Cepat Rumah di Kalisuren Tajurhalang Samping Garuda Park Waterland,siap huni,Tajur Halang   ,5,4,0,381,300
Rumah,295000000,331000000,380000000,418000000,439000000,461000000,484000000,401142857.142857,Jual Cepat Rumah di Perumahan Puri Harmoni Cileungsi Kab  ,siap huni,Cileungsi   ,2,1,0,60,27
Rumah,520000000,583000000,670000000,737000000,774000000,813000000,853000000,707142857.142857,Jual Cepat Rumah Hunian Tamansari Dekat Stasiun  ,siap huni,Tamansari   ,3,1,1,110,75
Rumah,1060000000,1188000000,1366000000,1502000000,1577000000,1656000000,1739000000,1441142857.14286,Jual Cepat Rumah Minimalis Di Summit Rancamaya Harga All In Kpr,siap huni,Kertamaya   ,2,1,1,120,51
Rumah,595000000,667000000,767000000,843000000,886000000,930000000,976000000,809142857.142857,Jual cepat rumah siap huni 2 lantai renovasi Limus Pratama Cileungsi,siap huni,Cileungsi   ,3,2,1,72,85
Rumah,1520000000,1703000000,1958000000,2154000000,2262000000,2375000000,2493000000,2066428571.42857,Jual Cepat Rumah Strategis Siap Kpr Di Cibubur Country Harga Nego,siap huni,Gunung Putri   ,3,2,1,200,90
Rumah,9300000000,10416000000,11979000000,13177000000,13836000000,14527000000,15254000000,12641285714.2857,Jual Rumah Dekat Gerbang Tol Kayu Manis,siap huni,  Barat   ,3,3,0,525,250
Rumah,5900000000,6608000000,7600000000,8360000000,8778000000,9216000000,9677000000,8019857142.85714,Jual Rumah Bagus Kota Wisata Cluster Nashville,siap huni,Gunung Putri   ,5,4,3,227,350
Rumah,1100000000,1232000000,1417000000,1559000000,1637000000,1719000000,1805000000,1495571428.57143,Jual Rumah Bagus Rapih Minimalis Lt 78 Lb 110 Metland Transyogi,siap huni,Cileungsi   ,3,2,1,78,110
Rumah,840000000,941000000,1082000000,1191000000,1250000000,1313000000,1378000000,1142142857.14286,Jual Rumah Bagus Siap Huni Nyaman Lt 120 Lb 70 Villa Nusa Indah 5,siap huni,Ciangsana   ,2,1,1,120,70
Rumah,1680000000,1882000000,2164000000,2381000000,2500000000,2625000000,2756000000,2284000000,Jual Rumah Besar Murah di Griya Kedung Badak   Kota Siap Kpr,siap huni,Tanah Sareal   ,4,2,2,129,164
Rumah,1500000000,1680000000,1932000000,2126000000,2232000000,2344000000,2461000000,2039285714.28571,Jual Rumah Cluster di Tanah Baru Depok  10 Menit Tol Kukusan,siap huni,Cibinong   ,4,4,0,105,150
Rumah,1200000000,1344000000,1546000000,1701000000,1786000000,1875000000,1969000000,1631571428.57143,Jual Rumah Dekat Pemda Legalitas SHM,siap huni,Cibinong   ,2,1,0,116,60
Rumah,7000000000,7840000000,9016000000,9918000000,10414000000,10935000000,11481000000,9514857142.85714,Jual Rumah Di Tanah Baru Utara 300m Tol Tanah Baru,siap huni,Tanah Baru   ,5,3,15,11000,300
Rumah,750000000,840000000,966000000,1063000000,1116000000,1172000000,1231000000,1019714285.71429,Jual Rumah graha Kartika Pratama 13 Menit Rsud Cibinong  SHM,siap huni,Bojong Gede   ,3,2,0,96,96
Rumah,384000000,431000000,495000000,545000000,572000000,600000000,630000000,522428571.428571,Jual rumah murah di sukahati spatkan dari sekarng,siap huni,Cibinong   ,2,1,1,60,36
Rumah,1500000000,1680000000,1932000000,2126000000,2232000000,2344000000,2461000000,2039285714.28571,Jual Rumah Nyaman Rapih Bagus Lt 144 Lb 102 Taman Laguna,siap huni,Harjamukti   ,3,3,1,144,102
Rumah,1440000000,1613000000,1855000000,2041000000,2143000000,2250000000,2362000000,1957714285.71429,Jual Rumah Siap Huni Murah di Cibubur Country Dekat Dengan Toll  Sudah All In Dan Free Kpr,siap huni,Cibubur   ,3,1,1,150,101
Rumah,1010000000,1132000000,1301000000,1431000000,1503000000,1578000000,1657000000,1373142857.14286,Jual Rumah Siap Huni Murah di Cibubur Country Sudah All In Dan Gratis Kpr,siap huni,Cibubur   ,3,2,1,89,110
Rumah,1670000000,1871000000,2151000000,2367000000,2485000000,2609000000,2740000000,2270428571.42857,Jual Rumah Siap Huni Murah di Legenda Wisata Sudah All In Dan Gratis Kpr,siap huni,Cibubur   ,3,2,0,144,102
